id,title,region,era,theme,discord_post,action_prompt,source_key,tags
89,North Carolina Mutual Life Insurance — Discord challenge,"Durham, USA",1898 onward,insurance cooperative-adjacent enterprise,"🖤 Black Economics Fact #89: **North Carolina Mutual Life Insurance**
Challenge your server to recreate the smallest version of North Carolina Mutual Life Insurance. Start with one rule, one treasurer, one public ledger, and one shared goal tied to insurance cooperative-adjacent enterprise.

💡 Try it today: Insurance is not just protection; it can become community-controlled capital.",Insurance is not just protection; it can become community-controlled capital.,S14,"insurance,black-economics,cooperative-economics"
90,North Carolina Mutual Life Insurance — Power move,"Durham, USA",1898 onward,insurance cooperative-adjacent enterprise,"🖤 Black Economics Fact #90: **North Carolina Mutual Life Insurance**
North Carolina Mutual Life Insurance proves that economics is not only money; it is coordination. By using insurance cooperative-adjacent enterprise, communities turned trust into infrastructure. Insurance is not just protection; it can become community-controlled capital.

💡 Try it today: Insurance is not just protection; it can become community-controlled capital.",Insurance is not just protection; it can become community-controlled capital.,S14,"insurance,black-economics,cooperative-economics"
91,Mutual benefit insurance societies — Why it mattered,United States,1800s–1900s,risk pooling,"🖤 Black Economics Fact #91: **Mutual benefit insurance societies**
Mutual benefit insurance societies shows that Black economics has often begun with risk pooling: Black mutual benefit societies spread risk across members when mainstream insurers excluded or overcharged them. The lesson is simple: Risk pooling is cooperative economics: nobody should face sickness or burial costs alone.

💡 Try it today: Risk pooling is cooperative economics: nobody should face sickness or burial costs alone.",Risk pooling is cooperative economics: nobody should face sickness or burial costs alone.,S01,"risk,black-economics,cooperative-economics"
92,Mutual benefit insurance societies — How it worked,United States,1800s–1900s,risk pooling,"🖤 Black Economics Fact #92: **Mutual benefit insurance societies**
The engine behind Mutual benefit insurance societies was risk pooling. People did not wait for perfect access; they organized Black mutual benefit societies spread risk across members when mainstream insurers excluded or overcharged them. Today’s version could start as a transparent Discord pledge, dues circle, or buyer club.

💡 Try it today: Risk pooling is cooperative economics: nobody should face sickness or burial costs alone.",Risk pooling is cooperative economics: nobody should face sickness or burial costs alone.,S01,"risk,black-economics,cooperative-economics"
93,Mutual benefit insurance societies — What to copy,United States,1800s–1900s,risk pooling,"🖤 Black Economics Fact #93: **Mutual benefit insurance societies**
Copy the principle behind Mutual benefit insurance societies: use risk pooling to convert scattered effort into collective power. Risk pooling is cooperative economics: nobody should face sickness or burial costs alone.

💡 Try it today: Risk pooling is cooperative economics: nobody should face sickness or burial costs alone.",Risk pooling is cooperative economics: nobody should face sickness or burial costs alone.,S01,"risk,black-economics,cooperative-economics"
94,Mutual benefit insurance societies — Discord challenge,United States,1800s–1900s,risk pooling,"🖤 Black Economics Fact #94: **Mutual benefit insurance societies**
Challenge your server to recreate the smallest version of Mutual benefit insurance societies. Start with one rule, one treasurer, one public ledger, and one shared goal tied to risk pooling.

💡 Try it today: Risk pooling is cooperative economics: nobody should face sickness or burial costs alone.",Risk pooling is cooperative economics: nobody should face sickness or burial costs alone.,S01,"risk,black-economics,cooperative-economics"
95,Mutual benefit insurance societies — Power move,United States,1800s–1900s,risk pooling,"🖤 Black Economics Fact #95: **Mutual benefit insurance societies**
Mutual benefit insurance societies proves that economics is not only money; it is coordination. By using risk pooling, communities turned trust into infrastructure. Risk pooling is cooperative economics: nobody should face sickness or burial costs alone.

💡 Try it today: Risk pooling is cooperative economics: nobody should face sickness or burial costs alone.",Risk pooling is cooperative economics: nobody should face sickness or burial costs alone.,S01,"risk,black-economics,cooperative-economics"
96,Black credit unions — Why it mattered,United States,1900s–present,member-owned finance,"🖤 Black Economics Fact #96: **Black credit unions**
Black credit unions shows that Black economics has often begun with member-owned finance: Black credit unions used member deposits to make loans where commercial banks often refused Black borrowers. The lesson is simple: Move deposits into mission-aligned institutions and lending power follows.

💡 Try it today: Move deposits into mission-aligned institutions and lending power follows.",Move deposits into mission-aligned institutions and lending power follows.,S01,"member-owned,black-economics,cooperative-economics"
97,Black credit unions — How it worked,United States,1900s–present,member-owned finance,"🖤 Black Economics Fact #97: **Black credit unions**
The engine behind Black credit unions was member-owned finance. People did not wait for perfect access; they organized Black credit unions used member deposits to make loans where commercial banks often refused Black borrowers. Today’s version could start as a transparent Discord pledge, dues circle, or buyer club.

💡 Try it today: Move deposits into mission-aligned institutions and lending power follows.",Move deposits into mission-aligned institutions and lending power follows.,S01,"member-owned,black-economics,cooperative-economics"
98,Black credit unions — What to copy,United States,1900s–present,member-owned finance,"🖤 Black Economics Fact #98: **Black credit unions**
Copy the principle behind Black credit unions: use member-owned finance to convert scattered effort into collective power. Move deposits into mission-aligned institutions and lending power follows.

💡 Try it today: Move deposits into mission-aligned institutions and lending power follows.",Move deposits into mission-aligned institutions and lending power follows.,S01,"member-owned,black-economics,cooperative-economics"
99,Black credit unions — Discord challenge,United States,1900s–present,member-owned finance,"🖤 Black Economics Fact #99: **Black credit unions**
Challenge your server to recreate the smallest version of Black credit unions. Start with one rule, one treasurer, one public ledger, and one shared goal tied to member-owned finance.

💡 Try it today: Move deposits into mission-aligned institutions and lending power follows.",Move deposits into mission-aligned institutions and lending power follows.,S01,"member-owned,black-economics,cooperative-economics"
100,Black credit unions — Power move,United States,1900s–present,member-owned finance,"🖤 Black Economics Fact #100: **Black credit unions**
Black credit unions proves that economics is not only money; it is coordination. By using member-owned finance, communities turned trust into infrastructure. Move deposits into mission-aligned institutions and lending power follows.

💡 Try it today: Move deposits into mission-aligned institutions and lending power follows.",Move deposits into mission-aligned institutions and lending power follows.,S01,"member-owned,black-economics,cooperative-economics"
101,St. Luke Penny Savings Bank — Why it mattered,"Richmond, USA",1903 onward,Black women-led banking,"🖤 Black Economics Fact #101: **St. Luke Penny Savings Bank**
St. Luke Penny Savings Bank shows that Black economics has often begun with Black women-led banking: Maggie Lena Walker led a bank that turned small deposits into Black credit, jobs, and home/business support. The lesson is simple: A penny-saving culture can become a lending institution when it is organized.

💡 Try it today: A penny-saving culture can become a lending institution when it is organized.",A penny-saving culture can become a lending institution when it is organized.,S01,"black,black-economics,cooperative-economics"
102,St. Luke Penny Savings Bank — How it worked,"Richmond, USA",1903 onward,Black women-led banking,"🖤 Black Economics Fact #102: **St. Luke Penny Savings Bank**
The engine behind St. Luke Penny Savings Bank was Black women-led banking. People did not wait for perfect access; they organized Maggie Lena Walker led a bank that turned small deposits into Black credit, jobs, and home/business support. Today’s version could start as a transparent Discord pledge, dues circle, or buyer club.

💡 Try it today: A penny-saving culture can become a lending institution when it is organized.",A penny-saving culture can become a lending institution when it is organized.,S01,"black,black-economics,cooperative-economics"
103,St. Luke Penny Savings Bank — What to copy,"Richmond, USA",1903 onward,Black women-led banking,"🖤 Black Economics Fact #103: **St. Luke Penny Savings Bank**
Copy the principle behind St. Luke Penny Savings Bank: use Black women-led banking to convert scattered effort into collective power. A penny-saving culture can become a lending institution when it is organized.

💡 Try it today: A penny-saving culture can become a lending institution when it is organized.",A penny-saving culture can become a lending institution when it is organized.,S01,"black,black-economics,cooperative-economics"
104,St. Luke Penny Savings Bank — Discord challenge,"Richmond, USA",1903 onward,Black women-led banking,"🖤 Black Economics Fact #104: **St. Luke Penny Savings Bank**
Challenge your server to recreate the smallest version of St. Luke Penny Savings Bank. Start with one rule, one treasurer, one public ledger, and one shared goal tied to Black women-led banking.

💡 Try it today: A penny-saving culture can become a lending institution when it is organized.",A penny-saving culture can become a lending institution when it is organized.,S01,"black,black-economics,cooperative-economics"
105,St. Luke Penny Savings Bank — Power move,"Richmond, USA",1903 onward,Black women-led banking,"🖤 Black Economics Fact #105: **St. Luke Penny Savings Bank**
St. Luke Penny Savings Bank proves that economics is not only money; it is coordination. By using Black women-led banking, communities turned trust into infrastructure. A penny-saving culture can become a lending institution when it is organized.

💡 Try it today: A penny-saving culture can become a lending institution when it is organized.",A penny-saving culture can become a lending institution when it is organized.,S01,"black,black-economics,cooperative-economics"
106,Madam C.J. Walker agent network — Why it mattered,United States / diaspora,1900s–1910s,distributed enterprise,"🖤 Black Economics Fact #106: **Madam C.J. Walker agent network**
Madam C.J. Walker agent network shows that Black economics has often begun with distributed enterprise: Walker’s beauty enterprise trained agents, created jobs, and circulated skills and capital among Black women. The lesson is simple: Training sellers is not just sales; it is an economic development strategy.

💡 Try it today: Training sellers is not just sales; it is an economic development strategy.",Training sellers is not just sales; it is an economic development strategy.,S01,"distributed,black-economics,cooperative-economics"
107,Madam C.J. Walker agent network — How it worked,United States / diaspora,1900s–1910s,distributed enterprise,"🖤 Black Economics Fact #107: **Madam C.J. Walker agent network**
The engine behind Madam C.J. Walker agent network was distributed enterprise. People did not wait for perfect access; they organized Walker’s beauty enterprise trained agents, created jobs, and circulated skills and capital among Black women. Today’s version could start as a transparent Discord pledge, dues circle, or buyer club.

💡 Try it today: Training sellers is not just sales; it is an economic development strategy.",Training sellers is not just sales; it is an economic development strategy.,S01,"distributed,black-economics,cooperative-economics"
108,Madam C.J. Walker agent network — What to copy,United States / diaspora,1900s–1910s,distributed enterprise,"🖤 Black Economics Fact #108: **Madam C.J. Walker agent network**
Copy the principle behind Madam C.J. Walker agent network: use distributed enterprise to convert scattered effort into collective power. Training sellers is not just sales; it is an economic development strategy.

💡 Try it today: Training sellers is not just sales; it is an economic development strategy.",Training sellers is not just sales; it is an economic development strategy.,S01,"distributed,black-economics,cooperative-economics"
109,Madam C.J. Walker agent network — Discord challenge,United States / diaspora,1900s–1910s,distributed enterprise,"🖤 Black Economics Fact #109: **Madam C.J. Walker agent network**
Challenge your server to recreate the smallest version of Madam C.J. Walker agent network. Start with one rule, one treasurer, one public ledger, and one shared goal tied to distributed enterprise.

💡 Try it today: Training sellers is not just sales; it is an economic development strategy.",Training sellers is not just sales; it is an economic development strategy.,S01,"distributed,black-economics,cooperative-economics"
110,Madam C.J. Walker agent network — Power move,United States / diaspora,1900s–1910s,distributed enterprise,"🖤 Black Economics Fact #110: **Madam C.J. Walker agent network**
Madam C.J. Walker agent network proves that economics is not only money; it is coordination. By using distributed enterprise, communities turned trust into infrastructure. Training sellers is not just sales; it is an economic development strategy.

💡 Try it today: Training sellers is not just sales; it is an economic development strategy.",Training sellers is not just sales; it is an economic development strategy.,S01,"distributed,black-economics,cooperative-economics"
111,Negro Business League — Why it mattered,United States,1900 onward,business network,"🖤 Black Economics Fact #111: **Negro Business League**
Negro Business League shows that Black economics has often begun with business network: Booker T. Washington’s league promoted Black business ownership, networking, and practical enterprise development. The lesson is simple: A directory plus regular convenings can turn scattered businesses into an ecosystem.

💡 Try it today: A directory plus regular convenings can turn scattered businesses into an ecosystem.",A directory plus regular convenings can turn scattered businesses into an ecosystem.,S01,"business,black-economics,cooperative-economics"
112,Negro Business League — How it worked,United States,1900 onward,business network,"🖤 Black Economics Fact #112: **Negro Business League**
The engine behind Negro Business League was business network. People did not wait for perfect access; they organized Booker T. Washington’s league promoted Black business ownership, networking, and practical enterprise development. Today’s version could start as a transparent Discord pledge, dues circle, or buyer club.

💡 Try it today: A directory plus regular convenings can turn scattered businesses into an ecosystem.",A directory plus regular convenings can turn scattered businesses into an ecosystem.,S01,"business,black-economics,cooperative-economics"
113,Negro Business League — What to copy,United States,1900 onward,business network,"🖤 Black Economics Fact #113: **Negro Business League**
Copy the principle behind Negro Business League: use business network to convert scattered effort into collective power. A directory plus regular convenings can turn scattered businesses into an ecosystem.

💡 Try it today: A directory plus regular convenings can turn scattered businesses into an ecosystem.",A directory plus regular convenings can turn scattered businesses into an ecosystem.,S01,"business,black-economics,cooperative-economics"
114,Negro Business League — Discord challenge,United States,1900 onward,business network,"🖤 Black Economics Fact #114: **Negro Business League**
Challenge your server to recreate the smallest version of Negro Business League. Start with one rule, one treasurer, one public ledger, and one shared goal tied to business network.

💡 Try it today: A directory plus regular convenings can turn scattered businesses into an ecosystem.",A directory plus regular convenings can turn scattered businesses into an ecosystem.,S01,"business,black-economics,cooperative-economics"
115,Negro Business League — Power move,United States,1900 onward,business network,"🖤 Black Economics Fact #115: **Negro Business League**
Negro Business League proves that economics is not only money; it is coordination. By using business network, communities turned trust into infrastructure. A directory plus regular convenings can turn scattered businesses into an ecosystem.

💡 Try it today: A directory plus regular convenings can turn scattered businesses into an ecosystem.",A directory plus regular convenings can turn scattered businesses into an ecosystem.,S01,"business,black-economics,cooperative-economics"
116,UNIA local divisions — Why it mattered,Pan-African diaspora,1914–1920s,membership economy,"🖤 Black Economics Fact #116: **UNIA local divisions**
UNIA local divisions shows that Black economics has often begun with membership economy: Marcus Garvey’s UNIA built dues-paying local divisions that funded halls, newspapers, uniforms, conventions, and enterprises. The lesson is simple: A movement becomes economic when membership dues fund infrastructure.

💡 Try it today: A movement becomes economic when membership dues fund infrastructure.",A movement becomes economic when membership dues fund infrastructure.,S11,"membership,black-economics,cooperative-economics"
117,UNIA local divisions — How it worked,Pan-African diaspora,1914–1920s,membership economy,"🖤 Black Economics Fact #117: **UNIA local divisions**
The engine behind UNIA local divisions was membership economy. People did not wait for perfect access; they organized Marcus Garvey’s UNIA built dues-paying local divisions that funded halls, newspapers, uniforms, conventions, and enterprises. Today’s version could start as a transparent Discord pledge, dues circle, or buyer club.

💡 Try it today: A movement becomes economic when membership dues fund infrastructure.",A movement becomes economic when membership dues fund infrastructure.,S11,"membership,black-economics,cooperative-economics"
118,UNIA local divisions — What to copy,Pan-African diaspora,1914–1920s,membership economy,"🖤 Black Economics Fact #118: **UNIA local divisions**
Copy the principle behind UNIA local divisions: use membership economy to convert scattered effort into collective power. A movement becomes economic when membership dues fund infrastructure.

💡 Try it today: A movement becomes economic when membership dues fund infrastructure.",A movement becomes economic when membership dues fund infrastructure.,S11,"membership,black-economics,cooperative-economics"
119,UNIA local divisions — Discord challenge,Pan-African diaspora,1914–1920s,membership economy,"🖤 Black Economics Fact #119: **UNIA local divisions**
Challenge your server to recreate the smallest version of UNIA local divisions. Start with one rule, one treasurer, one public ledger, and one shared goal tied to membership economy.

💡 Try it today: A movement becomes economic when membership dues fund infrastructure.",A movement becomes economic when membership dues fund infrastructure.,S11,"membership,black-economics,cooperative-economics"
120,UNIA local divisions — Power move,Pan-African diaspora,1914–1920s,membership economy,"🖤 Black Economics Fact #120: **UNIA local divisions**
UNIA local divisions proves that economics is not only money; it is coordination. By using membership economy, communities turned trust into infrastructure. A movement becomes economic when membership dues fund infrastructure.

💡 Try it today: A movement becomes economic when membership dues fund infrastructure.",A movement becomes economic when membership dues fund infrastructure.,S11,"membership,black-economics,cooperative-economics"
121,Negro World newspaper — Why it mattered,Pan-African diaspora,1918–1933,information economy,"🖤 Black Economics Fact #121: **Negro World newspaper**
Negro World newspaper shows that Black economics has often begun with information economy: The Negro World spread Pan-African business ideas, market information, and movement identity across borders. The lesson is simple: Media is infrastructure: control the story and you can coordinate the market.

💡 Try it today: Media is infrastructure: control the story and you can coordinate the market.",Media is infrastructure: control the story and you can coordinate the market.,S11,"information,black-economics,cooperative-economics"
122,Negro World newspaper — How it worked,Pan-African diaspora,1918–1933,information economy,"🖤 Black Economics Fact #122: **Negro World newspaper**
The engine behind Negro World newspaper was information economy. People did not wait for perfect access; they organized The Negro World spread Pan-African business ideas, market information, and movement identity across borders. Today’s version could start as a transparent Discord pledge, dues circle, or buyer club.

💡 Try it today: Media is infrastructure: control the story and you can coordinate the market.",Media is infrastructure: control the story and you can coordinate the market.,S11,"information,black-economics,cooperative-economics"
123,Negro World newspaper — What to copy,Pan-African diaspora,1918–1933,information economy,"🖤 Black Economics Fact #123: **Negro World newspaper**
Copy the principle behind Negro World newspaper: use information economy to convert scattered effort into collective power. Media is infrastructure: control the story and you can coordinate the market.

💡 Try it today: Media is infrastructure: control the story and you can coordinate the market.",Media is infrastructure: control the story and you can coordinate the market.,S11,"information,black-economics,cooperative-economics"
124,Negro World newspaper — Discord challenge,Pan-African diaspora,1918–1933,information economy,"🖤 Black Economics Fact #124: **Negro World newspaper**
Challenge your server to recreate the smallest version of Negro World newspaper. Start with one rule, one treasurer, one public ledger, and one shared goal tied to information economy.

💡 Try it today: Media is infrastructure: control the story and you can coordinate the market.",Media is infrastructure: control the story and you can coordinate the market.,S11,"information,black-economics,cooperative-economics"
125,Negro World newspaper — Power move,Pan-African diaspora,1918–1933,information economy,"🖤 Black Economics Fact #125: **Negro World newspaper**
Negro World newspaper proves that economics is not only money; it is coordination. By using information economy, communities turned trust into infrastructure. Media is infrastructure: control the story and you can coordinate the market.

💡 Try it today: Media is infrastructure: control the story and you can coordinate the market.",Media is infrastructure: control the story and you can coordinate the market.,S11,"information,black-economics,cooperative-economics"
126,Black Star Line — Why it mattered,Pan-African diaspora,1919–1920s,transnational enterprise,"🖤 Black Economics Fact #126: **Black Star Line**
Black Star Line shows that Black economics has often begun with transnational enterprise: Garvey’s Black Star Line attempted Black-owned shipping to connect African diaspora markets and symbolize economic sovereignty. The lesson is simple: Even imperfect attempts can teach scale: transportation and logistics are power.

💡 Try it today: Even imperfect attempts can teach scale: transportation and logistics are power.",Even imperfect attempts can teach scale: transportation and logistics are power.,S11,"transnational,black-economics,cooperative-economics"
127,Black Star Line — How it worked,Pan-African diaspora,1919–1920s,transnational enterprise,"🖤 Black Economics Fact #127: **Black Star Line**
The engine behind Black Star Line was transnational enterprise. People did not wait for perfect access; they organized Garvey’s Black Star Line attempted Black-owned shipping to connect African diaspora markets and symbolize economic sovereignty. Today’s version could start as a transparent Discord pledge, dues circle, or buyer club.

💡 Try it today: Even imperfect attempts can teach scale: transportation and logistics are power.",Even imperfect attempts can teach scale: transportation and logistics are power.,S11,"transnational,black-economics,cooperative-economics"
128,Black Star Line — What to copy,Pan-African diaspora,1919–1920s,transnational enterprise,"🖤 Black Economics Fact #128: **Black Star Line**
Copy the principle behind Black Star Line: use transnational enterprise to convert scattered effort into collective power. Even imperfect attempts can teach scale: transportation and logistics are power.

💡 Try it today: Even imperfect attempts can teach scale: transportation and logistics are power.",Even imperfect attempts can teach scale: transportation and logistics are power.,S11,"transnational,black-economics,cooperative-economics"
129,Black Star Line — Discord challenge,Pan-African diaspora,1919–1920s,transnational enterprise,"🖤 Black Economics Fact #129: **Black Star Line**
Challenge your server to recreate the smallest version of Black Star Line. Start with one rule, one treasurer, one public ledger, and one shared goal tied to transnational enterprise.

💡 Try it today: Even imperfect attempts can teach scale: transportation and logistics are power.",Even imperfect attempts can teach scale: transportation and logistics are power.,S11,"transnational,black-economics,cooperative-economics"
130,Black Star Line — Power move,Pan-African diaspora,1919–1920s,transnational enterprise,"🖤 Black Economics Fact #130: **Black Star Line**
Black Star Line proves that economics is not only money; it is coordination. By using transnational enterprise, communities turned trust into infrastructure. Even imperfect attempts can teach scale: transportation and logistics are power.

💡 Try it today: Even imperfect attempts can teach scale: transportation and logistics are power.",Even imperfect attempts can teach scale: transportation and logistics are power.,S11,"transnational,black-economics,cooperative-economics"
131,UNIA Negro Factories Corporation — Why it mattered,United States / diaspora,1919 onward,industrial cooperative vision,"🖤 Black Economics Fact #131: **UNIA Negro Factories Corporation**
UNIA Negro Factories Corporation shows that Black economics has often begun with industrial cooperative vision: Garvey’s organization promoted factories, stores, and services meant to employ Black workers and circulate Black capital. The lesson is simple: Do not stop at buying Black; build production capacity.

💡 Try it today: Do not stop at buying Black; build production capacity.",Do not stop at buying Black; build production capacity.,S11,"industrial,black-economics,cooperative-economics"
132,UNIA Negro Factories Corporation — How it worked,United States / diaspora,1919 onward,industrial cooperative vision,"🖤 Black Economics Fact #132: **UNIA Negro Factories Corporation**
The engine behind UNIA Negro Factories Corporation was industrial cooperative vision. People did not wait for perfect access; they organized Garvey’s organization promoted factories, stores, and services meant to employ Black workers and circulate Black capital. Today’s version could start as a transparent Discord pledge, dues circle, or buyer club.

💡 Try it today: Do not stop at buying Black; build production capacity.",Do not stop at buying Black; build production capacity.,S11,"industrial,black-economics,cooperative-economics"
133,UNIA Negro Factories Corporation — What to copy,United States / diaspora,1919 onward,industrial cooperative vision,"🖤 Black Economics Fact #133: **UNIA Negro Factories Corporation**
Copy the principle behind UNIA Negro Factories Corporation: use industrial cooperative vision to convert scattered effort into collective power. Do not stop at buying Black; build production capacity.

💡 Try it today: Do not stop at buying Black; build production capacity.",Do not stop at buying Black; build production capacity.,S11,"industrial,black-economics,cooperative-economics"
134,UNIA Negro Factories Corporation — Discord challenge,United States / diaspora,1919 onward,industrial cooperative vision,"🖤 Black Economics Fact #134: **UNIA Negro Factories Corporation**
Challenge your server to recreate the smallest version of UNIA Negro Factories Corporation. Start with one rule, one treasurer, one public ledger, and one shared goal tied to industrial cooperative vision.

💡 Try it today: Do not stop at buying Black; build production capacity.",Do not stop at buying Black; build production capacity.,S11,"industrial,black-economics,cooperative-economics"
135,UNIA Negro Factories Corporation — Power move,United States / diaspora,1919 onward,industrial cooperative vision,"🖤 Black Economics Fact #135: **UNIA Negro Factories Corporation**
UNIA Negro Factories Corporation proves that economics is not only money; it is coordination. By using industrial cooperative vision, communities turned trust into infrastructure. Do not stop at buying Black; build production capacity.

💡 Try it today: Do not stop at buying Black; build production capacity.",Do not stop at buying Black; build production capacity.,S11,"industrial,black-economics,cooperative-economics"
136,Garveyism in South Africa — Why it mattered,South Africa,1920s–1940s,transnational movement economy,"🖤 Black Economics Fact #136: **Garveyism in South Africa**
Garveyism in South Africa shows that Black economics has often begun with transnational movement economy: South Africans adapted Garveyite ideas of racial pride, institution-building, and economic self-determination under segregation. The lesson is simple: A model travels when the principle is clear enough to adapt locally.

💡 Try it today: A model travels when the principle is clear enough to adapt locally.",A model travels when the principle is clear enough to adapt locally.,S13,"transnational,black-economics,cooperative-economics"
137,Garveyism in South Africa — How it worked,South Africa,1920s–1940s,transnational movement economy,"🖤 Black Economics Fact #137: **Garveyism in South Africa**
The engine behind Garveyism in South Africa was transnational movement economy. People did not wait for perfect access; they organized South Africans adapted Garveyite ideas of racial pride, institution-building, and economic self-determination under segregation. Today’s version could start as a transparent Discord pledge, dues circle, or buyer club.

💡 Try it today: A model travels when the principle is clear enough to adapt locally.",A model travels when the principle is clear enough to adapt locally.,S13,"transnational,black-economics,cooperative-economics"
138,Garveyism in South Africa — What to copy,South Africa,1920s–1940s,transnational movement economy,"🖤 Black Economics Fact #138: **Garveyism in South Africa**
Copy the principle behind Garveyism in South Africa: use transnational movement economy to convert scattered effort into collective power. A model travels when the principle is clear enough to adapt locally.

💡 Try it today: A model travels when the principle is clear enough to adapt locally.",A model travels when the principle is clear enough to adapt locally.,S13,"transnational,black-economics,cooperative-economics"
139,Garveyism in South Africa — Discord challenge,South Africa,1920s–1940s,transnational movement economy,"🖤 Black Economics Fact #139: **Garveyism in South Africa**
Challenge your server to recreate the smallest version of Garveyism in South Africa. Start with one rule, one treasurer, one public ledger, and one shared goal tied to transnational movement economy.

💡 Try it today: A model travels when the principle is clear enough to adapt locally.",A model travels when the principle is clear enough to adapt locally.,S13,"transnational,black-economics,cooperative-economics"
140,Garveyism in South Africa — Power move,South Africa,1920s–1940s,transnational movement economy,"🖤 Black Economics Fact #140: **Garveyism in South Africa**
Garveyism in South Africa proves that economics is not only money; it is coordination. By using transnational movement economy, communities turned trust into infrastructure. A model travels when the principle is clear enough to adapt locally.

💡 Try it today: A model travels when the principle is clear enough to adapt locally.",A model travels when the principle is clear enough to adapt locally.,S13,"transnational,black-economics,cooperative-economics"
141,Black cooperative stores — Why it mattered,United States,1900s–1930s,consumer cooperative,"🖤 Black Economics Fact #141: **Black cooperative stores**
Black cooperative stores shows that Black economics has often begun with consumer cooperative: Black communities organized stores to lower prices, keep profits local, and serve customers white merchants ignored. The lesson is simple: A store can be owned by the shoppers, not just by a distant investor.

💡 Try it today: A store can be owned by the shoppers, not just by a distant investor.","A store can be owned by the shoppers, not just by a distant investor.",S02,"consumer,black-economics,cooperative-economics"
142,Black cooperative stores — How it worked,United States,1900s–1930s,consumer cooperative,"🖤 Black Economics Fact #142: **Black cooperative stores**
The engine behind Black cooperative stores was consumer cooperative. People did not wait for perfect access; they organized Black communities organized stores to lower prices, keep profits local, and serve customers white merchants ignored. Today’s version could start as a transparent Discord pledge, dues circle, or buyer club.

💡 Try it today: A store can be owned by the shoppers, not just by a distant investor.","A store can be owned by the shoppers, not just by a distant investor.",S02,"consumer,black-economics,cooperative-economics"
143,Black cooperative stores — What to copy,United States,1900s–1930s,consumer cooperative,"🖤 Black Economics Fact #143: **Black cooperative stores**
Copy the principle behind Black cooperative stores: use consumer cooperative to convert scattered effort into collective power. A store can be owned by the shoppers, not just by a distant investor.

💡 Try it today: A store can be owned by the shoppers, not just by a distant investor.","A store can be owned by the shoppers, not just by a distant investor.",S02,"consumer,black-economics,cooperative-economics"
144,Black cooperative stores — Discord challenge,United States,1900s–1930s,consumer cooperative,"🖤 Black Economics Fact #144: **Black cooperative stores**
Challenge your server to recreate the smallest version of Black cooperative stores. Start with one rule, one treasurer, one public ledger, and one shared goal tied to consumer cooperative.

💡 Try it today: A store can be owned by the shoppers, not just by a distant investor.","A store can be owned by the shoppers, not just by a distant investor.",S02,"consumer,black-economics,cooperative-economics"
145,Black cooperative stores — Power move,United States,1900s–1930s,consumer cooperative,"🖤 Black Economics Fact #145: **Black cooperative stores**
Black cooperative stores proves that economics is not only money; it is coordination. By using consumer cooperative, communities turned trust into infrastructure. A store can be owned by the shoppers, not just by a distant investor.

💡 Try it today: A store can be owned by the shoppers, not just by a distant investor.","A store can be owned by the shoppers, not just by a distant investor.",S02,"consumer,black-economics,cooperative-economics"
146,Jim Crow South cooperative enterprise — Why it mattered,U.S. South,1920–1938,co-op business,"🖤 Black Economics Fact #146: **Jim Crow South cooperative enterprise**
Jim Crow South cooperative enterprise shows that Black economics has often begun with co-op business: Black southerners built cooperative businesses under segregation to secure supplies, credit, and markets. The lesson is simple: Cooperation is a response to exclusion, but it can become a strategy for independence.

💡 Try it today: Cooperation is a response to exclusion, but it can become a strategy for independence.","Cooperation is a response to exclusion, but it can become a strategy for independence.",S15,"co-op,black-economics,cooperative-economics"
147,Jim Crow South cooperative enterprise — How it worked,U.S. South,1920–1938,co-op business,"🖤 Black Economics Fact #147: **Jim Crow South cooperative enterprise**
The engine behind Jim Crow South cooperative enterprise was co-op business. People did not wait for perfect access; they organized Black southerners built cooperative businesses under segregation to secure supplies, credit, and markets. Today’s version could start as a transparent Discord pledge, dues circle, or buyer club.

💡 Try it today: Cooperation is a response to exclusion, but it can become a strategy for independence.","Cooperation is a response to exclusion, but it can become a strategy for independence.",S15,"co-op,black-economics,cooperative-economics"
148,Jim Crow South cooperative enterprise — What to copy,U.S. South,1920–1938,co-op business,"🖤 Black Economics Fact #148: **Jim Crow South cooperative enterprise**
Copy the principle behind Jim Crow South cooperative enterprise: use co-op business to convert scattered effort into collective power. Cooperation is a response to exclusion, but it can become a strategy for independence.

💡 Try it today: Cooperation is a response to exclusion, but it can become a strategy for independence.","Cooperation is a response to exclusion, but it can become a strategy for independence.",S15,"co-op,black-economics,cooperative-economics"
149,Jim Crow South cooperative enterprise — Discord challenge,U.S. South,1920–1938,co-op business,"🖤 Black Economics Fact #149: **Jim Crow South cooperative enterprise**
Challenge your server to recreate the smallest version of Jim Crow South cooperative enterprise. Start with one rule, one treasurer, one public ledger, and one shared goal tied to co-op business.

💡 Try it today: Cooperation is a response to exclusion, but it can become a strategy for independence.","Cooperation is a response to exclusion, but it can become a strategy for independence.",S15,"co-op,black-economics,cooperative-economics"
150,Jim Crow South cooperative enterprise — Power move,U.S. South,1920–1938,co-op business,"🖤 Black Economics Fact #150: **Jim Crow South cooperative enterprise**
Jim Crow South cooperative enterprise proves that economics is not only money; it is coordination. By using co-op business, communities turned trust into infrastructure. Cooperation is a response to exclusion, but it can become a strategy for independence.

💡 Try it today: Cooperation is a response to exclusion, but it can become a strategy for independence.","Cooperation is a response to exclusion, but it can become a strategy for independence.",S15,"co-op,black-economics,cooperative-economics"
